FrameNumber,BrightArea,Intensity
888,1176.0,13.517241379310345
889,1166.0,15.756756756756756
890,1168.5,15.79054054054054
891,1165.5,12.807692307692308
892,1157.5,14.290123456790123
893,1163.5,15.11038961038961
894,1178.0,12.666666666666666
895,1172.0,15.025641025641026
896,1171.0,16.26388888888889
897,1181.0,12.83695652173913
898,1204.5,15.642857142857142
899,1202.0,13.208791208791208
900,1191.0,15.26923076923077
901,1175.0,14.6875
902,1194.5,13.272222222222222
903,1228.0,14.795180722891565
904,1227.0,13.053191489361701
905,1247.5,14.676470588235293
906,1225.5,14.945121951219512
907,1221.0,13.719101123595506
908,1205.0,15.64935064935065
909,1216.5,15.39873417721519
910,1240.5,13.338709677419354
911,1233.5,14.511764705882353
912,1232.0,15.024390243902438
913,1246.5,13.26063829787234
914,1262.0,14.674418604651162
915,1262.0,14.674418604651162
916,1272.0,13.826086956521738
917,1289.5,14.327777777777778
918,1281.5,15.820987654320987
919,1287.0,14.142857142857142
920,1309.0,14.875
921,1288.0,13.416666666666666
922,1313.5,14.926136363636363
923,1294.0,15.975308641975309
924,1306.5,13.196969696969697
925,1286.5,16.707792207792206
926,1294.0,15.975308641975309
927,1327.5,15.258620689655173
928,1346.5,16.623456790123456
929,1327.5,14.429347826086957
930,1347.0,16.62962962962963
931,1331.0,15.845238095238095
932,1378.5,16.8109756097561
933,1342.5,13.698979591836734
934,1357.0,15.964705882352941
935,1352.5,16.49390243902439
936,1347.5,15.140449438202246
937,1349.0,16.65432098765432
938,1356.0,17.842105263157894
939,1371.0,14.43157894736842
940,1374.5,17.39873417721519
941,1393.5,16.789156626506024
942,1386.0,15.573033707865168
943,1406.0,17.358024691358025
944,1417.0,17.28048780487805
945,1416.0,14.303030303030303
946,1415.0,17.048192771084338
947,1419.5,17.3109756097561
948,1430.0,15.543478260869565
949,1436.0,18.17721518987342
950,1435.5,15.435483870967742
951,1447.5,15.078125
952,1447.5,18.32278481012658
953,1459.0,18.468354430379748
954,1475.5,16.394444444444446
955,1500.5,18.298780487804876
956,1473.0,19.905405405405407
957,1481.5,16.10326086956522
958,1495.0,18.6875
959,1522.5,18.343373493975903
960,1444.0,12.778761061946902
961,1482.5,14.825
962,1478.5,15.72872340425532
963,1473.5,13.900943396226415
964,1520.0,16.703296703296704
965,1516.0,15.957894736842105
966,1524.5,15.3989898989899
967,1528.5,16.089473684210525
968,1563.0,16.11340206185567
969,1514.0,13.763636363636364
970,1560.5,17.33888888888889
971,1585.0,16.1734693877551
972,1588.0,14.436363636363636
973,1621.0,17.43010752688172
974,1594.5,14.628440366972477
975,1601.5,16.510309278350515
976,1624.5,17.467741935483872
977,1594.5,13.986842105263158
978,1627.0,17.30851063829787
979,1649.5,16.014563106796118
980,1632.5,13.952991452991453
981,1645.0,17.135416666666668
982,1656.5,16.732323232323232
983,1627.0,14.790909090909091
984,1686.5,18.532967032967033
985,1691.5,18.188172043010752
986,1691.5,15.23873873873874
987,1725.5,16.278301886792452
988,1699.0,13.592
989,1678.5,16.139423076923077
990,1675.0,16.42156862745098
991,1675.5,13.621951219512194
992,1728.0,16.457142857142856
993,1673.0,13.601626016260163
994,1721.5,18.31382978723404
995,1755.5,17.21078431372549
996,1760.5,15.442982456140351
997,1754.0,17.717171717171716
998,1767.0,16.514018691588785
999,1746.0,13.640625
1000,1781.0,17.46078431372549
1001,1782.5,16.204545454545453
1002,1775.0,13.549618320610687
1003,1821.0,17.34285714285714
1004,1813.5,16.94859813084112
1005,1817.5,14.776422764227643
1006,1827.0,17.91176470588235
